type,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
red,8.4,0.43,0.3,0.5,0.072,20.91,43.09,0.996,3.19,0.58,11.0,3
red,8.9,0.7,0.48,4.1,0.152,24.92,225.14,0.996,3.32,0.73,9.5,3
red,8.2,0.26,0.7,2.5,0.034,25.19,10.19,0.995,3.18,0.8,13.0,8
red,8.4,0.74,0.22,3.2,0.106,24.63,3.11,1.0,3.31,0.77,10.0,7
red,12.7,0.15,0.36,3.0,0.06,2.37,54.28,0.995,3.39,0.8,13.5,8
red,10.0,0.43,0.33,2.7,0.095,28.0,89.0,0.998,3.22,0.68,10.0,5
red,5.6,0.92,0.0,2.1,0.041,17.0,78.0,0.993,3.68,0.73,11.4,5
red,4.7,0.51,0.26,5.9,0.056,27.67,49.74,0.995,3.28,0.67,9.6,8
red,8.1,0.09,0.23,5.5,0.094,28.0,165.0,0.996,3.42,0.37,11.0,6
red,9.8,1.06,0.49,6.2,0.034,41.93,70.3,0.991,3.19,0.4,9.6,3
red,7.2,0.34,0.5,4.4,0.094,50.8,10.19,0.996,3.34,0.72,13.0,8
red,9.9,0.25,0.46,1.7,0.062,26.0,42.0,0.996,3.18,0.83,10.6,6
red,8.1,0.17,0.27,0.5,0.071,27.38,55.93,0.994,3.15,0.63,9.9,3
red,7.5,0.23,0.35,8.2,0.068,37.0,146.0,0.995,3.37,0.53,10.8,5
red,6.6,0.07,0.67,8.6,0.031,25.04,75.65,0.996,3.13,0.34,9.8,3
red,8.0,0.38,0.06,1.8,0.078,12.0,49.0,0.996,3.37,0.52,9.9,6
red,10.8,0.14,0.26,1.9,0.078,48.02,60.67,0.994,3.34,0.7,8.6,8
red,7.1,0.06,0.36,10.3,0.022,20.2,88.94,0.995,3.09,0.55,11.9,3
red,4.5,0.45,0.61,10.2,0.059,44.59,200.7,0.995,3.47,0.71,11.2,3
red,8.3,0.37,0.41,12.1,0.061,1.0,87.0,0.99,2.91,0.37,10.6,5
red,6.9,0.98,0.35,6.0,0.118,32.4,134.46,0.994,3.28,0.6,11.6,6
red,8.7,0.61,0.26,6.3,0.1,16.91,59.58,0.991,3.5,0.55,11.9,3
red,8.7,0.46,0.36,5.9,0.118,16.84,220.71,0.999,3.21,0.55,10.5,3
red,6.2,0.46,0.4,0.6,0.08,13.0,110.0,0.993,3.54,0.25,11.1,5
red,6.9,0.4,0.5,2.2,0.044,57.0,101.0,0.995,3.1,0.61,10.6,5
red,7.1,0.68,0.32,4.2,0.106,57.55,60.38,0.996,3.13,0.61,11.7,3
red,6.5,0.67,0.0,4.3,0.057,11.0,20.0,0.995,3.45,0.56,11.8,4
red,6.4,0.52,0.19,1.6,0.003,38.68,37.2,0.997,3.05,0.47,11.8,6
red,9.9,0.49,0.58,3.5,0.094,9.0,43.0,1.0,3.29,0.58,9.0,5
red,9.0,0.58,0.03,2.9,0.045,21.8,66.15,0.99,3.24,0.73,9.7,3
red,7.4,0.67,0.39,0.5,0.163,1.45,168.68,0.994,3.25,0.46,11.3,3
red,8.9,0.2,0.13,4.1,0.075,2.37,78.24,0.991,3.37,0.6,11.7,8
red,7.1,0.3,0.19,7.1,0.006,42.28,94.37,0.999,3.16,0.67,10.9,3
red,8.1,0.56,0.67,4.3,0.118,1.45,112.23,0.993,3.36,0.69,9.8,3
red,6.3,0.35,0.49,5.6,0.07,41.34,151.2,0.994,3.36,0.51,10.5,3
red,9.1,0.42,0.23,7.9,0.047,23.71,84.24,0.992,3.12,0.66,12.9,8
red,7.3,0.94,0.49,1.2,0.112,19.98,120.17,0.992,2.92,0.5,9.4,3
red,6.8,0.6,0.34,2.0,0.067,33.44,37.68,0.997,3.03,0.9,11.5,8
red,7.9,0.18,0.34,2.7,0.025,0.07,48.02,0.995,3.44,0.59,10.7,6
red,6.9,0.42,0.42,13.7,0.089,23.0,178.0,0.997,3.3,0.54,12.1,5
red,5.7,0.39,0.51,2.9,0.079,40.99,78.34,0.994,3.5,0.69,11.1,8
red,8.3,0.78,0.4,0.4,0.09,22.68,66.37,0.995,3.48,0.41,10.2,6
red,7.6,0.68,0.02,1.3,0.072,9.0,20.0,0.996,3.17,1.08,9.2,4
red,7.5,0.62,0.24,6.2,0.05,17.0,129.0,0.993,3.03,0.55,11.5,5
red,5.9,0.44,0.26,0.6,0.009,4.0,22.0,0.989,2.99,0.55,10.0,5
red,7.0,0.06,0.43,9.3,0.066,33.72,51.11,0.994,2.96,0.4,11.8,3
red,7.5,0.61,0.18,3.7,0.032,36.19,99.41,0.999,3.19,1.06,10.8,6
red,8.3,0.61,0.46,8.2,0.036,22.92,6.86,0.996,3.3,0.51,9.4,3
red,7.2,0.4,0.0,9.3,0.091,21.72,6.86,0.99,3.28,0.34,10.9,3
red,7.4,0.58,0.0,2.0,0.064,7.0,11.0,0.996,3.45,0.58,11.3,6
red,8.0,0.58,0.38,2.4,0.053,19.02,140.8,0.995,3.17,0.5,10.5,6
red,5.4,0.07,0.53,0.5,0.053,2.37,112.91,0.996,3.32,0.77,8.6,8
red,7.1,0.65,0.23,7.0,0.093,35.55,65.9,0.992,3.24,0.69,11.7,6
red,7.4,0.58,0.02,5.8,0.162,30.51,115.25,0.996,3.24,0.65,11.6,3
red,7.0,0.42,0.19,2.5,0.027,14.31,112.95,0.996,3.25,0.76,10.2,8
red,7.5,0.16,0.17,8.1,0.068,16.0,200.0,0.994,3.19,0.65,8.8,4
red,7.9,0.31,0.65,7.4,0.02,30.0,148.0,0.993,3.03,0.33,11.0,4
red,6.4,0.34,0.44,11.1,0.142,21.18,132.01,0.997,3.35,0.55,11.6,3
red,8.0,0.26,0.25,7.9,0.037,7.66,109.05,0.995,3.12,0.87,13.1,8
red,7.7,0.55,0.34,2.7,0.124,50.72,191.06,0.999,3.64,0.45,9.8,3
red,7.8,0.66,0.64,6.5,0.098,26.5,6.86,0.995,3.48,0.6,9.9,3
red,8.7,0.08,0.16,2.5,0.061,27.0,104.0,0.993,3.19,0.52,10.9,4
red,7.1,0.42,0.35,10.9,0.179,54.81,169.25,0.992,3.3,0.49,10.3,3
red,6.7,0.58,0.22,10.5,0.072,36.69,54.42,0.993,3.26,0.86,8.8,5
red,8.7,0.56,0.21,0.5,0.09,45.75,46.84,0.996,3.62,0.66,10.4,3
red,7.8,0.25,0.23,7.5,0.006,31.62,6.86,0.995,3.34,0.58,9.8,3
red,8.3,0.74,0.34,6.5,0.116,6.23,61.97,0.996,3.27,0.35,11.1,3
red,7.3,0.28,0.2,12.2,0.087,17.0,63.0,0.989,3.27,0.23,10.1,7
red,5.3,0.18,0.22,6.5,0.065,36.19,124.74,0.997,3.02,0.55,10.6,3
red,7.9,0.36,0.56,3.3,0.102,20.79,123.7,0.994,3.2,0.59,8.1,7
red,5.6,0.66,0.23,0.7,0.047,31.15,115.01,0.996,3.31,0.4,9.4,3
red,7.1,0.8,0.05,5.7,0.036,56.94,67.98,0.995,3.13,0.42,10.3,3
red,10.4,0.14,0.5,3.1,0.08,1.45,101.44,1.001,3.14,0.65,10.6,3
red,7.4,1.11,0.38,4.8,0.093,35.39,123.19,0.998,3.45,0.77,9.6,3
red,7.3,0.31,0.43,2.7,0.011,13.49,10.19,0.992,3.44,0.49,12.0,8
red,7.5,0.55,0.2,5.1,0.024,17.67,122.43,0.996,3.3,0.46,12.4,3
red,7.6,0.61,0.34,7.3,0.139,40.22,84.17,1.0,3.15,0.59,11.1,6
red,7.1,0.33,0.1,6.0,0.008,0.26,66.98,0.994,3.04,0.41,8.6,5
red,6.5,0.38,0.23,0.4,0.039,5.78,20.92,0.995,3.4,0.92,11.1,5
red,8.9,0.4,0.42,6.9,0.094,21.07,157.43,0.998,3.3,0.38,11.6,3
red,8.7,1.01,0.52,12.1,0.012,1.45,53.72,0.995,3.11,0.44,10.2,3
red,8.6,0.28,0.43,2.0,0.086,32.08,94.29,0.998,3.07,0.69,10.3,6
red,10.4,0.29,0.39,0.5,0.049,2.37,179.55,0.995,3.29,0.81,14.1,8
red,9.5,0.61,0.67,7.6,0.153,22.91,50.11,1.001,3.04,0.57,10.5,3
red,8.4,0.25,0.3,3.1,0.11,47.5,45.8,0.997,3.29,0.67,10.9,5
red,5.3,0.24,0.37,2.1,0.057,2.37,44.89,0.991,3.52,0.98,10.8,8
red,6.6,0.43,0.04,1.3,0.041,44.95,10.19,0.992,2.89,0.6,10.8,8
red,8.1,0.4,0.45,2.9,0.047,16.34,37.54,0.995,3.4,0.5,9.6,3
red,10.3,0.66,0.2,2.9,0.022,2.37,85.49,0.993,2.91,0.56,12.1,8
red,5.6,0.49,0.32,3.0,0.07,12.34,178.98,1.001,3.43,0.36,10.8,3
red,5.9,0.95,0.38,13.7,0.115,13.94,130.31,1.0,3.3,0.63,11.8,3
red,10.3,0.26,0.21,7.7,0.072,36.94,96.39,0.995,3.28,0.86,10.2,8
red,8.7,0.09,0.16,7.8,0.053,35.72,90.57,0.998,3.58,0.37,8.8,3
red,7.7,0.4,0.22,10.2,0.131,8.0,148.0,0.993,3.59,0.59,10.6,5
red,5.3,0.77,0.02,8.1,0.064,17.77,89.06,0.993,3.4,0.85,11.6,8
red,5.0,0.46,0.45,5.8,0.078,28.53,89.42,0.996,3.42,0.51,10.8,8
red,6.3,0.51,0.02,0.9,0.094,16.33,102.85,0.995,3.24,0.92,11.2,8
red,5.6,0.18,0.35,3.8,0.019,29.32,6.86,0.996,3.11,0.63,10.5,3
red,7.7,0.79,0.33,6.3,0.148,57.55,111.26,0.994,3.4,0.44,11.7,3
red,7.6,0.43,0.41,8.3,0.051,19.78,80.08,0.995,3.17,0.51,10.7,8
red,6.9,0.31,0.14,6.1,0.097,11.1,147.87,0.996,3.48,0.77,9.8,3
red,6.5,0.09,0.31,7.7,0.02,34.24,90.4,0.999,3.35,0.91,11.8,5
red,4.6,0.11,0.51,3.7,0.07,17.25,12.4,0.996,3.28,0.87,10.5,3
red,9.4,0.43,0.29,12.5,0.006,1.45,192.71,0.995,3.37,0.73,8.5,3
red,8.0,0.3,0.36,3.0,0.062,13.54,10.19,0.995,3.12,0.58,11.2,8
red,5.3,0.86,0.1,3.3,0.08,1.45,146.17,0.992,3.42,0.56,11.4,3
red,7.6,0.47,0.25,1.6,0.018,30.24,40.57,0.992,3.19,0.48,9.8,7
red,7.7,0.47,0.15,8.5,0.091,25.31,19.95,0.998,3.43,0.69,10.4,7
red,6.4,0.35,0.53,0.5,0.065,12.22,38.61,0.997,3.36,0.92,11.3,8
red,4.7,0.23,0.69,5.2,0.066,55.55,164.38,0.995,3.26,0.65,11.1,8
red,8.7,0.43,0.06,3.7,0.046,2.37,31.18,0.994,3.73,0.87,12.8,8
red,6.0,0.07,0.4,5.7,0.063,19.19,56.44,1.0,3.15,0.56,8.3,7
red,8.2,0.34,0.18,0.5,0.079,15.92,10.19,0.995,3.37,0.7,11.7,8
red,9.4,0.35,0.4,1.9,0.083,0.07,144.0,0.997,3.39,0.53,11.0,7
red,6.4,0.64,0.28,0.5,0.038,12.64,129.46,0.993,3.27,0.54,11.0,3
red,7.1,0.46,0.14,7.3,0.027,1.45,106.83,0.994,2.94,0.38,10.5,3
red,10.1,0.46,0.26,5.0,0.089,23.62,155.76,0.997,3.3,0.76,11.8,8
red,7.3,0.26,0.61,3.2,0.064,2.37,31.46,0.996,3.03,0.65,10.9,8
red,7.8,0.83,0.66,1.6,0.067,2.37,58.14,0.999,3.73,0.71,12.1,8
red,7.5,0.25,0.31,4.1,0.031,22.06,18.69,0.996,3.29,0.68,10.5,3
red,6.7,0.45,0.05,6.8,0.144,30.19,155.17,1.0,3.36,0.25,10.6,3
red,7.4,0.61,0.14,0.5,0.094,66.63,34.34,0.991,3.21,0.69,11.2,8
red,5.1,0.66,0.67,0.5,0.117,54.54,161.62,0.995,3.41,0.53,10.9,3
red,7.8,0.36,0.1,0.5,0.072,17.6,104.91,0.993,3.06,0.84,11.1,8
red,7.0,0.49,0.49,5.6,0.06,26.0,121.0,0.997,3.34,0.76,10.5,5
red,9.7,0.68,0.19,0.5,0.056,31.42,64.97,0.995,3.5,0.78,12.8,8
red,8.0,0.2,0.46,6.4,0.111,36.0,64.0,0.987,2.95,0.6,12.4,5
red,11.1,0.54,0.32,8.0,0.075,2.37,59.66,0.994,3.16,0.77,8.6,8
red,11.6,0.17,0.45,6.0,0.033,38.49,22.69,0.995,3.23,0.4,10.4,6
red,6.0,0.56,0.41,6.2,0.107,8.42,77.73,0.995,3.39,0.69,11.0,5
red,6.7,0.43,0.38,4.1,0.054,33.0,46.0,0.996,3.26,0.52,10.4,5
red,7.5,1.03,0.38,3.1,0.006,41.01,74.12,0.993,3.31,0.62,10.0,3
red,7.1,0.62,0.13,7.1,0.058,37.39,174.97,0.998,3.05,0.46,10.6,3
red,7.3,0.73,0.49,3.8,0.057,28.6,55.57,0.993,3.08,0.77,9.1,3
red,4.3,0.49,0.21,11.4,0.003,12.17,3.11,0.996,3.41,0.82,11.6,5
red,7.2,0.64,0.07,2.6,0.077,16.0,86.0,0.997,3.51,0.54,9.7,5
red,7.0,0.3,0.2,9.7,0.046,37.51,85.1,0.999,3.33,0.66,10.2,6
red,7.7,0.49,0.26,1.9,0.062,9.0,31.0,0.997,3.39,0.64,9.6,5
red,8.1,0.35,0.29,3.3,0.11,11.83,122.78,0.999,3.29,0.55,10.8,3
red,9.1,0.32,0.35,1.2,0.094,2.37,11.41,0.994,3.69,0.84,10.2,8
red,7.5,0.64,0.15,7.8,0.141,1.45,130.48,0.991,3.33,0.68,9.4,3
red,6.9,0.52,0.23,2.8,0.066,23.97,10.19,0.996,3.21,0.81,11.5,8
red,7.2,0.06,0.46,5.2,0.157,3.76,89.8,0.991,3.28,0.55,11.8,3
red,12.2,0.54,0.54,10.1,0.075,30.06,95.37,0.993,3.18,0.66,12.6,8
red,8.3,0.61,0.53,7.7,0.072,2.37,128.41,0.996,3.52,0.51,9.6,8
red,7.0,0.52,0.61,6.1,0.076,16.7,37.05,0.994,3.13,0.77,8.6,8
red,9.2,0.23,0.26,7.1,0.06,0.07,89.95,0.998,3.35,0.68,10.0,5
red,9.1,0.28,0.46,9.0,0.114,3.0,9.0,0.999,3.18,0.6,10.9,6
red,6.2,0.26,0.61,1.7,0.035,20.0,144.0,0.994,2.99,0.29,12.3,7
red,7.1,0.33,0.36,2.7,0.02,55.76,135.75,0.992,3.07,0.25,9.4,3
red,5.1,0.36,0.17,5.7,0.054,8.57,135.99,0.999,3.37,0.56,10.3,3
red,10.2,0.53,0.43,7.0,0.063,30.7,46.91,0.997,3.14,0.49,12.6,8
red,6.0,0.08,0.22,8.8,0.006,53.61,225.14,0.997,3.17,0.48,9.7,3
red,7.8,0.3,0.38,2.0,0.056,32.18,121.81,0.996,3.58,0.63,8.6,8
red,4.4,0.77,0.62,8.1,0.138,3.17,140.11,0.994,3.45,0.52,10.4,6
red,7.9,0.73,0.5,4.7,0.123,20.14,166.44,0.998,2.99,0.55,8.4,3
red,9.7,0.36,0.22,2.7,0.023,52.05,27.88,0.995,3.33,0.69,11.2,5
red,8.4,1.15,0.29,1.2,0.121,45.97,74.44,0.997,3.47,0.58,9.7,3
red,9.4,0.51,0.44,6.8,0.003,22.8,79.57,0.993,3.16,0.56,10.4,5
red,6.5,0.68,0.44,7.9,0.038,18.5,152.93,0.991,2.93,0.55,10.3,3
red,8.3,0.62,0.31,4.4,0.045,50.28,114.33,0.995,3.47,0.63,11.1,3
red,9.1,0.58,0.4,8.1,0.092,29.65,47.5,0.992,3.08,0.25,9.8,3
red,9.9,0.48,0.25,9.1,0.079,23.06,213.2,1.0,3.5,0.49,8.4,3
red,5.0,0.42,0.3,7.2,0.091,36.63,123.25,0.994,3.31,0.69,10.0,8
red,7.7,0.57,0.14,2.0,0.018,23.01,6.86,0.998,3.33,0.38,10.2,3
red,5.0,0.24,0.3,5.8,0.132,13.55,125.46,0.998,3.25,0.54,9.0,3
red,12.6,0.54,0.51,4.9,0.058,19.11,109.7,0.993,3.07,0.67,12.6,8
red,6.6,0.72,0.09,5.5,0.117,9.0,17.0,0.997,3.35,0.49,10.8,6
red,7.7,0.34,0.42,1.3,0.009,51.0,118.0,0.993,3.31,0.53,9.9,7
red,8.8,0.37,0.58,1.5,0.056,32.4,59.45,0.997,3.49,0.53,7.9,5
red,7.7,0.28,0.2,12.3,0.097,29.0,167.0,0.995,3.06,0.44,11.3,5
red,5.3,0.26,0.25,0.8,0.07,25.14,59.86,0.994,3.5,0.76,11.3,8
red,7.1,0.22,0.02,1.9,0.094,38.98,146.56,0.995,3.28,0.5,9.0,8
red,7.7,0.81,0.68,0.4,0.017,37.86,77.7,0.998,3.32,0.48,12.1,6
red,7.8,0.7,0.73,10.1,0.094,64.56,74.53,0.995,3.31,0.73,11.8,8
red,8.5,0.55,0.15,0.5,0.006,6.94,80.28,0.998,3.03,0.36,8.7,3
red,6.8,0.49,0.17,4.4,0.123,13.38,23.41,1.001,3.23,0.73,10.3,6
red,5.7,0.12,0.37,0.6,0.039,33.0,198.0,0.997,3.11,0.37,11.0,3
red,7.1,0.45,0.48,8.5,0.045,22.65,50.4,0.995,3.16,0.53,12.7,7
red,8.1,0.06,0.15,8.3,0.06,9.03,17.84,0.99,3.34,0.81,8.8,3
red,4.7,0.18,0.19,6.7,0.073,2.0,123.0,0.995,3.17,0.57,9.9,5
red,7.4,0.14,0.16,8.1,0.026,32.0,60.0,0.992,3.17,0.22,9.2,5
red,4.7,0.48,0.27,5.4,0.075,14.73,112.92,0.995,3.29,0.71,14.1,8
red,6.6,0.5,0.01,1.5,0.06,17.0,26.0,0.995,3.4,0.58,9.8,6
red,8.1,0.23,0.07,2.3,0.051,7.89,38.68,0.995,3.35,0.55,10.5,8
red,9.3,1.1,0.57,4.6,0.089,42.16,108.63,1.001,3.46,0.87,10.6,3
red,7.2,0.43,0.13,4.6,0.088,30.21,156.0,0.996,3.15,0.57,10.8,7
red,7.4,0.89,0.16,8.4,0.087,50.97,87.53,1.001,3.18,0.6,9.8,3
red,7.5,0.46,0.01,3.2,0.029,12.36,76.33,0.997,3.31,0.67,10.8,3
red,7.7,0.78,0.36,2.5,0.047,28.14,62.7,0.999,3.2,0.68,9.7,3
red,9.1,0.4,0.44,2.6,0.094,8.8,194.81,0.998,3.41,0.58,13.0,8
red,7.6,0.96,0.59,6.8,0.025,30.74,116.84,0.994,3.59,0.62,9.2,3
red,10.7,0.46,0.39,2.0,0.061,7.0,15.0,0.998,3.18,0.62,9.5,5
red,12.1,0.27,0.52,4.4,0.086,23.18,121.34,0.992,3.08,0.65,11.4,8
red,8.7,0.74,0.07,5.2,0.124,47.72,140.97,0.998,3.38,0.52,9.3,3
red,10.9,0.47,0.33,2.1,0.052,6.6,121.22,0.995,3.07,0.91,11.4,8
red,7.8,0.43,0.74,6.5,0.127,9.63,26.94,0.994,3.2,0.42,10.1,5
red,9.3,0.61,0.27,7.4,0.031,2.37,48.56,0.994,3.14,0.75,10.7,8
red,4.3,0.89,0.3,9.0,0.053,51.13,69.4,0.995,3.26,0.34,10.8,3
red,7.3,0.43,0.38,0.4,0.1,42.88,94.9,0.996,3.1,0.83,10.9,6
red,5.5,0.58,0.26,1.5,0.082,50.9,70.48,0.997,3.16,0.74,11.5,8
red,6.4,0.77,0.33,0.5,0.113,30.47,191.54,0.997,3.54,0.74,10.0,3
red,7.6,0.79,0.4,0.5,0.048,3.83,11.25,0.996,3.06,0.68,13.3,8
red,6.7,0.78,0.5,8.8,0.137,1.45,154.88,0.996,3.28,0.47,10.0,3
red,4.7,0.43,0.25,6.9,0.011,20.0,171.0,0.993,3.4,0.54,11.3,5
red,5.9,0.35,0.6,11.0,0.034,15.0,101.0,0.993,3.27,0.22,12.3,5
red,7.5,0.53,0.33,2.6,0.094,2.37,124.48,0.997,3.22,0.72,11.5,8
red,5.1,0.28,0.05,5.4,0.081,21.27,42.16,0.997,3.39,0.59,10.2,8
red,8.8,0.48,0.06,1.4,0.039,30.51,65.66,0.995,3.24,0.77,12.1,8
red,5.1,0.22,0.53,0.5,0.063,53.97,57.36,0.995,3.05,0.63,8.6,3
red,7.1,0.58,0.18,7.0,0.076,42.93,149.72,0.994,3.27,0.44,12.4,3
red,7.4,0.82,0.54,5.7,0.051,53.86,7.93,0.991,3.34,0.53,10.1,3
red,8.3,0.33,0.01,0.4,0.031,0.07,153.79,0.995,2.98,0.67,9.6,6
red,5.5,0.74,0.18,4.3,0.006,11.64,53.48,0.995,3.21,0.73,11.1,3
red,8.7,0.34,0.5,6.7,0.057,35.15,99.11,0.996,3.56,0.62,10.9,8
red,10.0,0.6,0.17,5.1,0.061,18.95,108.36,0.997,3.22,0.52,9.9,5
red,8.5,0.32,0.25,7.4,0.035,57.0,162.0,0.993,3.17,0.57,10.3,4
red,10.7,0.2,0.11,2.6,0.066,16.75,26.23,0.994,3.35,0.54,14.1,8
red,8.1,0.33,0.32,2.1,0.068,56.56,38.81,0.995,3.62,0.65,14.1,8
red,9.5,0.81,0.73,2.5,0.084,54.03,94.79,0.995,3.17,0.74,9.7,8
red,7.6,0.5,0.27,2.5,0.08,22.27,24.08,0.995,3.44,0.88,9.4,8
red,5.5,0.43,0.23,1.4,0.035,22.23,10.19,0.996,3.25,0.68,10.2,8
red,8.1,0.44,0.36,5.7,0.055,32.57,137.48,0.997,3.36,0.25,11.3,3
red,7.6,0.64,0.03,1.9,0.086,14.0,57.0,0.997,3.37,0.46,10.3,5
red,5.8,0.37,0.17,7.4,0.08,19.03,105.7,0.998,3.48,0.59,10.5,6
red,7.8,0.37,0.47,10.1,0.091,55.56,10.19,0.997,3.09,0.97,13.7,8
red,8.8,0.26,0.11,2.2,0.061,9.27,89.03,0.994,3.44,0.77,10.4,8
red,8.5,0.56,0.27,8.2,0.077,32.51,120.45,0.993,3.52,0.7,10.8,3
red,7.5,0.23,0.3,1.5,0.052,40.0,120.0,0.995,3.42,0.48,9.0,4
red,8.2,0.41,0.57,3.3,0.006,9.83,141.17,0.994,3.27,0.51,10.6,3
red,6.4,1.03,0.47,12.4,0.101,20.27,219.23,0.99,3.39,0.25,11.9,3
red,10.7,0.34,0.33,2.5,0.07,7.7,114.87,0.997,3.08,0.82,11.0,8
red,7.2,0.51,0.45,8.5,0.006,44.11,119.83,0.994,3.38,0.4,9.4,3
red,7.8,0.39,0.26,3.9,0.043,2.37,10.19,0.994,3.07,0.71,10.7,8
red,4.3,0.49,0.53,4.5,0.009,1.0,158.0,0.99,3.21,0.38,10.5,4
red,6.1,0.63,0.18,1.6,0.1,4.25,157.5,0.997,3.47,0.6,9.4,3
red,8.7,0.06,0.3,9.2,0.006,39.4,201.93,0.994,3.04,0.46,10.7,3
red,9.7,0.47,0.33,3.0,0.051,7.68,14.53,0.997,3.1,0.56,12.3,5
red,6.9,0.48,0.46,0.4,0.109,37.01,178.44,0.995,3.53,0.63,10.1,6
red,8.4,0.56,0.08,2.1,0.105,16.0,44.0,0.996,3.13,0.52,11.0,5
red,4.7,0.44,0.58,2.4,0.093,32.82,153.98,0.996,3.59,0.77,9.4,8
red,11.9,0.49,0.08,1.9,0.077,44.33,16.9,0.999,3.29,0.79,9.6,8
red,6.3,0.27,0.54,2.2,0.056,34.41,3.11,0.994,3.19,0.6,11.1,6
red,5.9,0.29,0.21,7.9,0.076,37.0,102.0,0.995,3.3,0.44,10.8,5
red,8.5,0.32,0.21,3.2,0.092,17.25,146.86,0.998,3.46,0.66,12.2,5
red,6.4,1.05,0.67,1.2,0.006,12.05,170.75,0.989,3.34,0.55,9.7,3
red,8.7,0.45,0.49,1.4,0.089,7.55,69.81,0.992,3.23,0.63,11.6,8
red,8.0,0.45,0.17,9.5,0.006,26.41,63.6,0.998,3.17,0.54,10.1,3
red,8.3,0.43,0.3,3.4,0.079,7.0,34.0,0.998,3.36,0.61,10.5,5
red,11.7,0.28,0.6,3.5,0.086,35.65,10.19,0.996,3.44,0.73,11.1,8
red,7.3,0.53,0.1,8.0,0.06,37.24,104.64,0.994,3.18,0.72,12.7,8
red,7.6,0.38,0.3,4.0,0.074,40.63,134.1,0.996,3.57,0.74,13.2,8
red,5.7,0.54,0.33,3.9,0.032,40.0,188.0,0.993,3.06,0.45,11.8,5
red,8.6,0.44,0.25,2.0,0.07,2.37,23.53,0.993,3.36,0.81,13.5,8
red,5.5,0.32,0.5,2.5,0.183,41.74,46.82,0.993,3.38,0.97,9.4,5
red,6.7,0.11,0.52,1.6,0.049,30.63,51.28,0.995,3.36,0.87,10.8,3
red,6.3,0.56,0.04,5.4,0.068,14.81,108.37,0.996,3.2,0.76,10.0,3
red,10.7,0.4,0.48,2.1,0.125,15.0,49.0,0.998,3.03,0.81,9.7,6
red,9.1,0.58,0.33,2.4,0.037,26.26,27.94,0.994,3.15,0.64,12.6,8
red,8.2,0.43,0.47,8.9,0.089,54.0,167.0,0.996,3.16,0.77,11.8,4
red,11.5,0.31,0.51,2.2,0.079,14.0,28.0,0.998,3.03,0.93,9.8,6
red,8.7,0.9,0.28,1.2,0.057,26.59,12.29,0.994,3.0,0.58,9.2,3
red,7.0,0.5,0.14,1.8,0.078,10.0,23.0,0.996,3.53,0.61,10.4,5
red,6.8,0.58,0.24,0.5,0.077,3.56,10.19,0.996,3.13,0.66,11.6,8
red,7.2,0.41,0.48,3.7,0.072,17.7,77.9,0.993,3.62,0.39,12.4,8
red,6.2,0.54,0.3,4.2,0.031,30.72,13.02,0.997,3.0,0.92,13.6,6
red,6.8,0.07,0.67,6.2,0.083,44.56,6.86,1.001,3.12,0.42,9.9,3
red,11.5,0.45,0.5,3.0,0.078,19.0,47.0,1.0,3.26,1.11,11.0,6
red,7.3,0.44,0.2,1.6,0.049,24.0,64.0,0.994,3.38,0.57,11.7,6
red,7.0,0.44,0.09,2.2,0.063,9.0,18.0,0.994,3.21,0.69,11.3,6
red,5.9,0.52,0.33,13.0,0.06,15.84,104.76,1.0,3.4,0.63,10.2,3
red,10.5,0.24,0.47,2.1,0.066,6.0,24.0,0.998,3.15,0.9,11.0,7
red,10.0,0.19,0.4,4.8,0.036,56.35,116.74,0.997,3.33,0.59,9.5,8
red,6.4,0.75,0.29,8.7,0.108,65.47,125.18,1.001,3.19,0.44,10.2,5
red,5.8,0.5,0.41,1.7,0.052,38.0,169.0,0.998,3.29,0.45,9.7,6
red,10.6,0.44,0.08,4.4,0.021,38.12,149.26,0.998,3.6,0.54,9.7,3
red,9.8,0.89,0.17,9.0,0.025,1.45,223.08,0.989,2.9,0.57,10.1,3
red,5.8,0.66,0.4,1.4,0.066,2.37,10.19,0.995,3.41,0.45,10.9,8
red,8.9,0.56,0.46,3.3,0.035,18.49,92.96,0.996,3.04,0.29,9.1,3
red,8.1,0.22,0.38,3.4,0.043,47.1,26.52,0.996,3.42,0.55,9.6,3
red,6.9,1.14,0.39,13.5,0.085,29.85,124.23,0.996,3.38,0.62,9.7,3
red,8.2,0.53,0.28,5.4,0.05,84.0,158.0,0.995,3.28,0.81,10.3,4
red,6.6,0.06,0.44,0.5,0.071,1.45,165.09,0.996,3.22,0.53,10.7,3
red,7.2,0.67,0.11,4.4,0.117,41.05,135.73,0.995,3.28,0.39,12.2,3
red,7.9,0.43,0.54,6.9,0.044,18.32,103.19,0.993,3.27,0.67,9.3,5
red,9.8,0.06,0.35,0.5,0.053,16.73,143.6,0.995,3.15,0.62,9.4,3
red,8.7,0.06,0.47,5.2,0.102,21.29,133.91,0.996,3.17,0.44,10.2,3
red,8.0,0.51,0.67,3.4,0.006,57.55,121.31,0.996,3.61,0.36,10.2,3
red,9.8,0.21,0.19,0.5,0.021,54.25,171.27,0.995,3.11,0.69,12.9,8
red,8.9,0.51,0.59,8.9,0.053,0.07,130.24,1.0,3.02,0.9,9.5,5
