type,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality,quality_binned,Predicted_Quality
1,7.5,0.26,0.59,11.8,0.046,58.0,164.0,0.998,3.17,0.46,8.9,4,Medium Quality,Medium Quality
0,7.4,0.64,0.1,2.4,0.08,16.0,33.0,0.997,3.58,0.69,10.8,7,Medium Quality,Medium Quality
1,6.2,0.35,0.31,2.6,0.036,37.0,92.0,0.989,3.27,0.53,12.8,7,Medium Quality,Medium Quality
0,9.3,0.61,0.26,3.4,0.09,25.0,87.0,1.0,3.24,0.62,9.7,5,Medium Quality,Medium Quality
1,7.1,0.19,0.28,3.6,0.033,16.0,78.0,0.993,2.91,0.78,11.4,6,Medium Quality,Medium Quality
0,7.0,0.43,0.36,1.6,0.089,14.0,37.0,0.996,3.34,0.56,9.2,6,Medium Quality,Medium Quality
0,11.3,0.37,0.41,2.3,0.088,6.0,16.0,0.999,3.09,0.8,9.3,5,Medium Quality,Medium Quality
1,7.7,0.09,0.46,5.3,0.04,12.0,124.0,0.999,3.12,0.64,8.3,6,Medium Quality,Medium Quality
0,7.0,0.59,0.37,5.6,0.009,36.0,57.0,0.993,3.3,0.44,10.6,4,Medium Quality,Medium Quality
1,7.4,0.2,0.33,1.9,0.035,39.0,138.0,0.991,3.17,0.44,11.7,7,Medium Quality,Medium Quality
1,6.8,0.26,0.22,4.8,0.041,110.0,198.0,0.994,3.29,0.67,10.6,5,Medium Quality,Low Quality
1,8.0,0.25,0.27,9.7,0.036,15.0,85.0,0.994,2.99,0.36,11.2,6,Medium Quality,Medium Quality
1,8.0,0.14,0.33,1.2,0.045,71.0,162.0,0.991,3.07,0.47,11.0,6,Medium Quality,Medium Quality
1,6.5,0.35,0.28,12.4,0.051,86.0,213.0,0.996,3.16,0.51,9.9,6,Medium Quality,Medium Quality
0,11.6,0.23,0.57,1.8,0.074,3.0,8.0,0.998,3.14,0.7,9.9,6,Medium Quality,Medium Quality
0,8.5,0.53,0.41,2.7,0.073,18.0,167.0,0.99,3.17,0.52,11.3,7,Medium Quality,Low Quality
1,6.4,0.3,0.27,5.0,0.058,27.0,151.0,0.992,3.22,0.49,12.2,6,Medium Quality,Medium Quality
1,6.6,0.19,0.28,11.8,0.042,54.0,137.0,0.995,3.18,0.37,10.8,6,Medium Quality,Medium Quality
1,9.7,0.14,0.59,1.5,0.049,23.0,142.0,0.996,2.98,0.62,9.5,5,Medium Quality,Medium Quality
1,7.0,0.2,0.49,5.9,0.038,39.0,128.0,0.994,3.21,0.48,10.8,6,Medium Quality,Medium Quality
1,6.8,0.32,0.32,8.7,0.029,31.0,105.0,0.991,3.0,0.34,12.3,7,Medium Quality,High Quality
0,10.6,1.02,0.43,2.8,0.08,21.0,84.0,0.998,3.06,0.57,10.1,5,Medium Quality,Medium Quality
0,7.7,0.33,0.36,6.1,0.022,15.0,151.0,1.0,3.57,0.57,8.6,6,Medium Quality,Medium Quality
1,6.6,0.22,0.28,4.9,0.042,51.0,180.0,0.995,3.3,0.75,9.5,6,Medium Quality,Medium Quality
1,6.5,0.19,0.32,1.4,0.04,31.0,132.0,0.992,3.36,0.54,10.8,7,Medium Quality,Medium Quality
1,6.8,0.67,0.3,13.0,0.29,22.0,193.0,0.998,3.08,0.67,9.0,4,Medium Quality,Medium Quality
1,6.1,0.21,0.38,1.5,0.039,37.0,122.0,0.99,3.2,0.43,12.0,6,Medium Quality,Medium Quality
1,7.6,0.5,0.35,0.6,0.04,37.0,155.0,0.998,3.3,0.4,9.5,7,Medium Quality,Medium Quality
0,7.0,0.27,0.58,3.7,0.053,20.0,44.0,0.992,3.04,0.64,9.5,4,Medium Quality,Medium Quality
0,8.2,0.39,0.38,1.5,0.058,10.0,29.0,0.996,3.26,0.74,9.8,5,Medium Quality,Medium Quality
1,6.2,0.25,0.44,15.8,0.057,39.0,167.0,0.998,3.14,0.51,9.2,5,Medium Quality,Medium Quality
1,6.9,0.23,0.38,8.3,0.047,47.0,162.0,0.995,3.34,0.52,10.5,7,Medium Quality,Medium Quality
0,7.1,0.58,0.69,10.4,0.085,67.0,94.0,0.997,2.91,0.59,9.8,7,Medium Quality,Medium Quality
1,7.2,0.17,0.37,6.9,0.059,47.0,128.0,0.993,3.08,0.46,11.0,7,Medium Quality,Medium Quality
0,6.6,0.72,0.09,5.5,0.117,9.0,17.0,0.997,3.35,0.49,10.8,6,Medium Quality,Medium Quality
0,7.9,0.31,0.65,7.4,0.02,30.0,148.0,0.993,3.03,0.33,11.0,4,Medium Quality,Low Quality
1,6.7,0.38,0.14,5.3,0.08,61.0,109.0,0.995,3.3,0.47,8.0,4,Medium Quality,Low Quality
0,6.1,0.64,0.02,2.4,0.069,26.0,46.0,0.994,3.47,0.45,11.0,5,Medium Quality,Medium Quality
1,5.9,0.47,0.24,6.4,0.029,60.0,86.0,0.997,3.46,0.62,10.4,5,Medium Quality,Medium Quality
1,6.8,0.14,0.35,1.5,0.047,40.0,117.0,0.991,3.07,0.72,11.1,6,Medium Quality,Medium Quality
1,6.7,0.27,0.3,13.9,0.029,34.0,131.0,0.995,3.36,0.5,12.0,7,Medium Quality,High Quality
1,7.3,0.34,0.21,3.2,0.05,14.0,136.0,0.994,3.25,0.44,10.2,5,Medium Quality,Medium Quality
0,7.1,0.68,0.07,1.9,0.075,16.0,51.0,0.997,3.38,0.52,9.5,5,Medium Quality,Medium Quality
1,9.6,0.23,0.4,1.5,0.044,19.0,135.0,0.994,2.96,0.49,10.9,5,Medium Quality,Medium Quality
1,8.3,0.47,0.38,6.9,0.085,41.0,58.0,0.996,3.42,0.28,11.0,6,Medium Quality,Low Quality
0,6.6,0.59,0.17,1.6,0.067,21.0,174.0,0.994,3.32,0.52,10.5,7,Medium Quality,Medium Quality
0,6.7,0.3,0.24,8.1,0.11,16.0,236.0,0.997,3.24,0.53,8.8,5,Medium Quality,Low Quality
1,6.2,0.31,0.23,3.3,0.052,34.0,113.0,0.994,3.16,0.48,8.4,5,Medium Quality,Medium Quality
1,6.0,0.37,0.32,1.0,0.053,31.0,218.0,0.992,3.29,0.72,9.8,6,Medium Quality,Medium Quality
1,6.1,0.28,0.25,12.9,0.054,34.0,189.0,0.998,3.25,0.43,9.0,4,Medium Quality,Medium Quality
0,7.2,0.45,0.15,2.0,0.078,10.0,28.0,0.996,3.29,0.51,9.9,6,Medium Quality,Medium Quality
1,6.4,0.55,0.26,9.6,0.027,20.0,104.0,0.992,3.22,0.73,13.1,6,Medium Quality,Medium Quality
1,9.7,0.14,0.27,0.6,0.046,32.0,43.0,0.992,3.06,0.51,10.9,5,Medium Quality,Medium Quality
0,7.2,0.6,0.02,1.9,0.096,10.0,31.0,0.995,3.46,0.53,11.8,6,Medium Quality,Medium Quality
0,8.3,0.68,0.26,2.1,0.084,11.0,43.0,0.998,3.31,0.53,9.2,4,Medium Quality,Medium Quality
0,10.8,0.5,0.46,2.5,0.073,5.0,27.0,1.0,3.05,0.64,9.5,5,Medium Quality,Medium Quality
1,6.4,0.6,0.14,5.2,0.058,15.0,97.0,0.995,3.38,0.36,9.0,4,Medium Quality,Medium Quality
0,11.7,0.45,0.63,2.2,0.073,7.0,23.0,1.0,3.21,0.69,10.9,6,Medium Quality,Medium Quality
1,6.9,0.25,0.47,8.4,0.042,36.0,156.0,0.996,3.15,0.55,9.4,6,Medium Quality,Medium Quality
1,6.4,0.14,0.42,1.2,0.05,51.0,129.0,0.991,3.27,0.69,11.1,7,Medium Quality,Medium Quality
1,7.0,0.2,0.74,0.8,0.044,19.0,163.0,0.993,3.46,0.53,10.2,5,Medium Quality,Medium Quality
1,6.9,0.46,0.26,5.2,0.085,27.0,70.0,0.994,3.42,0.63,10.6,5,Medium Quality,Medium Quality
1,5.8,0.34,0.14,5.8,0.046,49.0,197.0,0.994,3.3,0.71,10.3,5,Medium Quality,Medium Quality
1,8.4,0.11,0.5,5.5,0.049,48.0,36.0,0.995,3.18,0.54,11.9,5,Medium Quality,High Quality
1,7.1,0.25,0.28,1.2,0.04,31.0,111.0,0.992,3.18,0.53,11.1,5,Medium Quality,Medium Quality
0,7.5,0.55,0.24,2.0,0.078,10.0,28.0,0.998,3.45,0.78,9.5,6,Medium Quality,Medium Quality
1,7.4,0.16,0.32,1.4,0.065,23.0,140.0,0.991,3.06,0.47,11.4,6,Medium Quality,Medium Quality
0,6.4,0.79,0.04,2.2,0.061,11.0,17.0,0.996,3.53,0.65,10.4,6,Medium Quality,Medium Quality
1,6.8,0.27,0.3,13.0,0.047,69.0,160.0,0.997,3.16,0.5,9.6,6,Medium Quality,Medium Quality
0,10.2,0.44,0.58,4.1,0.092,11.0,24.0,0.997,3.29,0.99,12.0,7,Medium Quality,High Quality
1,7.0,0.16,0.16,6.1,0.013,22.0,154.0,0.996,3.15,0.41,11.7,5,Medium Quality,High Quality
1,6.8,0.23,0.4,1.6,0.047,5.0,133.0,0.993,3.23,0.7,11.4,6,Medium Quality,Medium Quality
1,7.5,0.36,0.24,7.2,0.081,47.0,119.0,0.994,3.17,0.49,10.7,5,Medium Quality,Medium Quality
1,6.0,0.2,0.54,17.2,0.039,1.0,90.0,0.995,3.17,0.36,11.5,5,Medium Quality,Medium Quality
0,7.9,0.48,0.28,2.6,0.115,23.0,120.0,0.994,3.22,0.65,13.6,4,Medium Quality,Medium Quality
0,12.5,0.6,0.49,4.3,0.1,5.0,14.0,1.001,3.25,0.74,11.9,6,Medium Quality,Medium Quality
1,5.4,0.33,0.31,4.0,0.03,27.0,108.0,0.99,3.3,0.43,12.2,7,Medium Quality,Medium Quality
1,5.0,0.46,0.18,1.9,0.036,33.0,106.0,0.987,3.21,0.83,14.0,7,Medium Quality,Medium Quality
1,6.8,0.31,0.25,10.5,0.043,30.0,165.0,0.997,3.36,0.55,10.6,6,Medium Quality,Medium Quality
0,8.4,0.34,0.42,2.1,0.072,23.0,36.0,0.994,3.11,0.78,12.4,6,Medium Quality,High Quality
1,7.8,0.27,0.33,2.4,0.053,36.0,175.0,0.992,3.2,0.55,11.0,6,Medium Quality,Medium Quality
1,8.7,0.34,0.46,13.8,0.055,68.0,198.0,0.999,3.36,0.37,9.5,6,Medium Quality,Medium Quality
1,4.7,0.14,0.29,1.0,0.042,35.0,90.0,0.991,3.76,0.49,11.3,6,Medium Quality,Medium Quality
0,6.8,0.62,0.08,1.9,0.068,28.0,38.0,0.997,3.42,0.82,9.5,6,Medium Quality,Medium Quality
1,6.6,0.18,0.26,17.3,0.051,17.0,149.0,0.998,3.0,0.43,9.4,6,Medium Quality,Medium Quality
1,7.4,0.18,0.31,1.4,0.058,38.0,167.0,0.993,3.16,0.53,10.0,7,Medium Quality,Medium Quality
1,6.5,0.44,0.49,7.7,0.045,16.0,169.0,0.996,3.11,0.37,8.7,6,Medium Quality,Medium Quality
1,4.5,0.13,0.19,0.6,0.021,29.0,47.0,0.995,2.85,0.42,10.1,6,Medium Quality,Medium Quality
0,7.1,0.71,0.0,1.9,0.08,14.0,35.0,0.997,3.47,0.55,9.4,5,Medium Quality,Medium Quality
1,6.4,0.3,0.51,5.5,0.048,62.0,172.0,0.994,3.08,0.45,9.1,6,Medium Quality,Medium Quality
0,6.2,0.38,0.35,3.6,0.057,11.0,42.0,0.992,3.05,0.66,10.9,5,Medium Quality,Medium Quality
0,6.8,0.64,0.0,2.7,0.123,15.0,33.0,0.995,3.44,0.63,11.3,6,Medium Quality,Medium Quality
0,9.5,0.55,0.66,2.3,0.387,12.0,37.0,0.998,3.17,0.67,9.6,5,Medium Quality,Medium Quality
0,9.6,0.54,0.42,2.4,0.081,25.0,52.0,0.997,3.2,0.71,11.4,6,Medium Quality,Medium Quality
1,6.0,0.24,0.33,2.5,0.026,31.0,85.0,0.99,3.13,0.5,11.3,7,Medium Quality,Medium Quality
1,6.0,0.24,0.41,1.3,0.036,42.0,118.0,0.99,3.04,0.64,11.8,6,Medium Quality,Medium Quality
0,7.8,0.13,0.18,9.4,0.06,30.0,72.0,0.999,2.99,0.63,9.4,7,Medium Quality,Medium Quality
0,8.3,0.41,0.16,2.1,0.05,38.0,133.0,0.994,3.25,0.76,10.3,6,Medium Quality,High Quality
1,6.8,0.26,0.48,6.2,0.049,55.0,182.0,0.996,3.21,0.45,9.4,6,Medium Quality,Medium Quality
1,6.5,0.39,0.23,5.4,0.051,25.0,149.0,0.993,3.24,0.35,10.0,5,Medium Quality,Medium Quality
0,7.8,0.49,0.35,1.5,0.086,29.0,147.0,0.994,3.1,0.22,11.3,4,Medium Quality,Medium Quality
1,7.1,0.32,0.29,4.0,0.038,33.0,170.0,0.995,3.27,0.64,10.2,6,Medium Quality,Medium Quality
1,5.1,0.43,0.29,6.7,0.083,44.0,133.0,0.997,3.33,0.62,10.9,5,Medium Quality,Medium Quality
1,7.3,0.38,0.23,6.5,0.05,18.0,102.0,0.993,3.1,0.55,11.2,4,Medium Quality,High Quality
1,5.8,0.42,0.3,2.2,0.035,26.0,129.0,0.989,3.32,0.47,12.9,6,Medium Quality,Medium Quality
1,7.7,0.15,0.29,1.3,0.029,10.0,64.0,0.993,3.35,0.39,10.1,5,Medium Quality,Medium Quality
0,9.1,0.52,0.33,1.3,0.07,9.0,30.0,0.998,3.24,0.6,9.3,5,Medium Quality,Medium Quality
1,5.7,0.31,0.29,5.7,0.061,27.0,118.0,0.996,3.16,0.56,9.9,6,Medium Quality,Medium Quality
0,7.8,0.43,0.7,1.9,0.464,22.0,67.0,0.997,3.13,1.28,9.4,5,Medium Quality,Medium Quality
1,7.2,0.26,0.4,6.3,0.047,52.0,172.0,0.996,3.18,0.53,9.5,6,Medium Quality,Medium Quality
1,6.4,0.23,0.35,4.6,0.039,43.0,147.0,0.992,3.18,0.4,11.0,7,Medium Quality,Medium Quality
1,6.6,0.16,0.57,1.1,0.13,58.0,140.0,0.993,3.12,0.39,9.3,7,Medium Quality,Medium Quality
1,8.7,0.22,0.42,2.3,0.053,27.0,114.0,0.994,2.99,0.43,10.0,5,Medium Quality,Medium Quality
1,4.8,0.13,0.32,1.2,0.042,40.0,98.0,0.99,3.42,0.64,11.8,7,Medium Quality,High Quality
1,5.7,0.32,0.5,2.6,0.049,17.0,155.0,0.993,3.22,0.64,10.0,6,Medium Quality,Medium Quality
0,10.2,0.54,0.3,3.9,0.073,21.0,116.0,0.995,3.14,0.4,12.2,5,Medium Quality,Medium Quality
0,12.4,0.49,0.58,3.0,0.103,28.0,99.0,1.001,3.16,1.0,11.5,6,Medium Quality,Medium Quality
0,7.4,0.52,0.13,2.4,0.078,34.0,61.0,0.995,3.43,0.59,10.8,6,Medium Quality,Medium Quality
1,6.9,0.25,0.3,4.1,0.054,23.0,116.0,0.994,2.99,0.38,9.4,6,Medium Quality,Medium Quality
1,7.1,0.13,0.29,15.5,0.064,56.0,116.0,0.997,3.16,0.41,9.7,7,Medium Quality,Medium Quality
1,7.2,0.3,0.63,11.0,0.044,55.0,156.0,0.997,3.09,0.44,8.7,6,Medium Quality,Medium Quality
0,6.2,0.56,0.09,1.7,0.053,24.0,32.0,0.994,3.54,0.6,11.3,5,Medium Quality,Medium Quality
1,5.6,0.2,0.22,1.3,0.049,25.0,155.0,0.993,3.74,0.43,10.0,5,Medium Quality,Medium Quality
1,8.0,0.3,0.28,5.7,0.044,31.0,124.0,0.995,3.16,0.51,10.2,6,Medium Quality,Medium Quality
0,8.4,0.37,0.08,3.1,0.009,38.0,121.0,0.994,3.23,0.35,11.2,5,Medium Quality,Medium Quality
1,8.4,0.58,0.13,11.4,0.087,32.0,43.0,0.99,3.12,0.6,8.9,5,Medium Quality,Medium Quality
1,6.9,0.38,0.25,9.8,0.04,28.0,191.0,0.997,3.28,0.61,9.2,5,Medium Quality,Medium Quality
1,8.0,0.17,0.29,2.4,0.029,52.0,119.0,0.989,3.03,0.33,12.9,6,Medium Quality,Medium Quality
1,6.7,0.31,0.09,1.4,0.039,53.0,141.0,0.992,3.12,0.44,10.1,5,Medium Quality,Medium Quality
1,7.0,0.23,0.33,5.8,0.04,25.0,136.0,0.995,3.19,0.58,9.5,6,Medium Quality,Medium Quality
0,5.4,0.36,0.25,14.8,0.043,33.0,171.0,0.992,3.43,0.58,11.3,5,Medium Quality,Medium Quality
0,5.6,0.3,0.32,3.5,0.05,36.0,144.0,0.996,3.34,0.57,10.3,5,Medium Quality,Medium Quality
0,5.4,0.27,0.55,11.5,0.012,10.0,111.0,0.99,3.36,0.75,9.6,6,Medium Quality,Low Quality
1,6.6,0.41,0.24,4.9,0.158,47.0,144.0,0.995,3.17,0.49,9.4,5,Medium Quality,Medium Quality
0,7.1,0.31,0.3,2.2,0.053,36.0,127.0,0.996,2.94,1.62,9.5,5,Medium Quality,Medium Quality
1,7.6,0.2,0.31,1.4,0.047,41.0,142.0,0.993,3.43,0.53,10.1,6,Medium Quality,Medium Quality
1,7.1,0.44,0.37,2.7,0.041,35.0,128.0,0.99,3.07,0.43,13.5,7,Medium Quality,High Quality
0,7.5,0.4,0.12,3.0,0.092,29.0,53.0,0.997,3.37,0.7,10.3,6,Medium Quality,Medium Quality
1,7.3,0.26,0.31,1.6,0.04,39.0,173.0,0.992,3.19,0.51,11.4,6,Medium Quality,Medium Quality
0,7.5,0.57,0.02,2.6,0.077,11.0,35.0,0.996,3.36,0.62,10.8,6,Medium Quality,Medium Quality
1,6.5,0.3,0.33,7.0,0.119,22.0,174.0,0.994,3.24,0.54,10.1,4,Medium Quality,Medium Quality
1,6.4,0.29,0.57,1.0,0.06,15.0,120.0,0.992,3.06,0.41,9.5,5,Medium Quality,Medium Quality
1,7.2,0.33,0.34,2.0,0.044,61.0,171.0,0.989,3.25,0.53,13.3,7,Medium Quality,High Quality
1,6.4,0.25,0.53,6.6,0.038,59.0,234.0,0.996,3.03,0.42,8.8,5,Medium Quality,Medium Quality
1,6.3,0.21,0.58,10.0,0.081,34.0,126.0,0.996,2.95,0.46,8.9,5,Medium Quality,Medium Quality
1,8.2,0.22,0.3,1.8,0.047,47.0,185.0,0.993,3.13,0.5,10.2,6,Medium Quality,Medium Quality
0,7.8,0.62,0.05,2.3,0.079,6.0,18.0,0.997,3.29,0.63,9.3,5,Medium Quality,Medium Quality
1,6.5,0.42,0.4,13.1,0.038,59.0,241.0,0.998,3.23,0.57,9.0,5,Medium Quality,Medium Quality
1,6.8,0.22,0.29,8.9,0.046,82.0,188.0,0.996,3.3,0.44,10.3,6,Medium Quality,Medium Quality
0,8.6,0.42,0.21,7.8,0.053,12.0,186.0,0.997,3.13,0.76,10.2,5,Medium Quality,Medium Quality
1,6.7,0.24,0.41,2.9,0.039,48.0,122.0,0.991,3.25,0.43,12.0,5,Medium Quality,Medium Quality
1,7.4,0.25,0.52,7.3,0.009,46.0,160.0,0.992,3.14,0.69,10.1,4,Medium Quality,Medium Quality
0,7.3,0.4,0.28,14.2,0.118,31.0,114.0,0.995,3.36,0.54,10.1,6,Medium Quality,Low Quality
1,7.7,0.2,0.13,11.1,0.032,50.0,186.0,0.995,3.45,0.79,11.7,5,Medium Quality,High Quality
0,7.8,0.1,0.38,10.8,0.039,37.0,120.0,0.997,3.42,0.48,10.8,5,Medium Quality,Medium Quality
1,5.8,0.17,0.36,1.3,0.036,11.0,70.0,0.992,3.43,0.68,10.4,7,Medium Quality,Medium Quality
1,7.7,0.18,0.35,5.8,0.055,25.0,144.0,0.996,3.24,0.54,10.2,6,Medium Quality,Medium Quality
0,6.8,0.15,0.3,0.6,0.028,25.0,67.0,0.998,3.23,0.58,9.3,4,Medium Quality,Medium Quality
1,6.8,0.3,0.51,5.0,0.024,17.0,136.0,0.994,3.34,0.67,11.2,7,Medium Quality,High Quality
0,7.1,0.52,0.03,2.6,0.076,21.0,92.0,0.997,3.5,0.6,9.8,5,Medium Quality,Medium Quality
0,7.0,0.36,0.21,2.3,0.086,20.0,65.0,0.996,3.4,0.54,10.1,6,Medium Quality,Medium Quality
0,7.6,0.54,0.02,1.7,0.085,17.0,31.0,0.996,3.37,0.51,10.4,6,Medium Quality,Medium Quality
1,6.8,0.47,0.41,2.3,0.039,21.0,6.0,0.997,3.21,0.35,10.2,4,Medium Quality,Medium Quality
1,5.1,0.26,0.34,6.4,0.034,26.0,99.0,0.994,3.23,0.41,9.2,6,Medium Quality,Medium Quality
1,7.3,0.28,0.54,12.9,0.049,62.0,152.0,0.998,3.06,0.45,9.1,6,Medium Quality,Medium Quality
0,5.1,0.15,0.19,5.4,0.112,24.0,187.0,0.995,3.16,0.58,11.5,4,Medium Quality,Low Quality
1,7.2,0.26,0.26,12.7,0.036,49.0,214.0,0.999,3.41,0.5,10.0,6,Medium Quality,Medium Quality
1,7.4,0.27,0.48,1.1,0.047,17.0,132.0,0.991,3.19,0.49,11.6,6,Medium Quality,Medium Quality
0,5.8,0.3,0.31,6.7,0.1,35.0,35.0,0.993,3.32,0.72,9.6,5,Medium Quality,Medium Quality
0,6.9,0.74,0.03,2.3,0.054,7.0,16.0,0.995,3.45,0.63,11.5,6,Medium Quality,Medium Quality
0,6.8,0.67,0.0,1.9,0.08,22.0,39.0,0.997,3.4,0.74,9.7,5,Medium Quality,Medium Quality
1,5.8,0.32,0.27,1.6,0.026,15.0,70.0,0.99,3.37,0.4,11.9,8,High Quality,High Quality
1,7.5,0.24,0.29,1.1,0.046,34.0,84.0,0.99,3.04,0.39,11.4,6,Medium Quality,Medium Quality
1,6.1,0.24,0.07,7.4,0.073,41.0,191.0,0.989,3.35,0.44,11.7,6,Medium Quality,High Quality
1,6.7,0.41,0.31,10.7,0.041,20.0,97.0,0.995,3.29,0.64,11.0,4,Medium Quality,Medium Quality
1,7.6,0.48,0.53,11.1,0.066,38.0,103.0,0.992,3.39,0.62,10.5,7,Medium Quality,Medium Quality
1,6.9,0.27,0.4,14.0,0.05,64.0,227.0,0.998,3.18,0.58,9.6,6,Medium Quality,Medium Quality
0,9.0,0.26,0.42,5.0,0.014,11.0,225.0,0.994,3.28,0.58,10.2,6,Medium Quality,Medium Quality
1,4.4,0.32,0.39,4.3,0.03,31.0,127.0,0.989,3.46,0.36,12.8,8,High Quality,High Quality
0,8.7,0.22,0.34,6.8,0.081,45.0,85.0,0.992,3.47,0.5,9.8,6,Medium Quality,Medium Quality
1,7.4,0.22,0.46,2.3,0.086,2.0,205.0,1.0,2.99,0.47,8.2,7,Medium Quality,Medium Quality
1,7.9,0.18,0.33,1.2,0.033,20.0,72.0,0.992,3.12,0.38,10.5,7,Medium Quality,Medium Quality
1,6.0,0.27,0.26,1.3,0.038,32.0,138.0,0.991,3.46,0.43,11.1,6,Medium Quality,Medium Quality
1,6.6,0.42,0.33,2.8,0.034,15.0,85.0,0.99,3.28,0.51,13.4,6,Medium Quality,High Quality
0,7.6,0.4,0.29,1.9,0.078,29.0,66.0,0.997,3.45,0.59,9.5,6,Medium Quality,Medium Quality
1,7.4,0.28,0.3,5.3,0.054,44.0,161.0,0.994,3.12,0.48,10.3,6,Medium Quality,Medium Quality
1,8.3,0.71,0.22,1.3,0.081,30.0,203.0,0.989,3.61,0.57,9.9,6,Medium Quality,Medium Quality
0,8.3,0.43,0.45,4.3,0.114,15.0,40.0,0.992,3.18,0.6,12.3,6,Medium Quality,Medium Quality
0,10.8,0.45,0.33,2.5,0.099,20.0,38.0,0.998,3.24,0.71,10.8,5,Medium Quality,Medium Quality
0,6.0,0.5,0.04,2.2,0.092,13.0,26.0,0.996,3.46,0.47,10.0,5,Medium Quality,Medium Quality
0,8.2,0.56,0.36,10.4,0.042,46.0,128.0,0.997,3.15,0.28,10.0,4,Medium Quality,Medium Quality
1,6.6,0.28,0.42,8.2,0.044,60.0,196.0,0.996,3.14,0.48,9.4,5,Medium Quality,Medium Quality
1,6.1,0.32,0.24,1.5,0.036,38.0,124.0,0.99,3.29,0.42,12.4,7,Medium Quality,Medium Quality
1,8.4,0.63,0.47,2.3,0.034,28.0,139.0,0.993,3.41,0.43,11.2,6,Medium Quality,Medium Quality
0,8.1,0.46,0.27,1.3,0.032,10.0,176.0,0.994,3.38,0.58,11.8,5,Medium Quality,Medium Quality
1,7.0,0.16,0.26,7.3,0.047,30.0,220.0,0.996,3.38,0.58,10.1,6,Medium Quality,Medium Quality
1,5.6,0.71,0.35,0.6,0.078,15.0,141.0,0.993,3.17,0.49,10.3,6,Medium Quality,Medium Quality
1,6.9,0.4,0.22,6.0,0.081,76.0,303.0,0.997,3.4,0.57,9.4,5,Medium Quality,Low Quality
1,8.7,0.24,0.35,0.6,0.042,11.0,71.0,0.993,3.08,0.38,10.6,5,Medium Quality,Medium Quality
1,6.7,0.3,0.35,1.4,0.18,36.0,160.0,0.994,3.11,0.54,9.4,6,Medium Quality,Medium Quality
1,6.8,0.22,0.24,4.9,0.092,30.0,123.0,0.995,3.03,0.46,8.6,6,Medium Quality,Medium Quality
1,5.5,0.23,0.25,12.6,0.021,27.0,131.0,0.991,3.36,0.53,10.5,3,Low Quality,High Quality
0,7.5,0.26,0.32,5.8,0.055,21.0,134.0,0.992,3.32,0.54,8.8,6,Medium Quality,Low Quality
1,8.2,0.19,0.21,0.6,0.021,56.0,161.0,0.991,3.4,0.4,10.2,6,Medium Quality,Medium Quality
1,7.9,0.14,0.74,1.2,0.028,30.0,165.0,0.991,3.08,0.82,12.3,6,Medium Quality,High Quality
1,6.3,0.32,0.47,10.4,0.026,1.0,82.0,0.993,2.92,0.69,9.0,5,Medium Quality,High Quality
0,6.3,0.31,0.22,12.4,0.034,3.0,196.0,0.994,3.12,0.74,10.3,5,Medium Quality,Medium Quality
0,5.9,0.19,0.21,1.7,0.045,57.0,135.0,0.993,3.32,0.44,9.5,5,Medium Quality,Medium Quality
1,6.4,0.17,0.34,13.4,0.044,45.0,139.0,0.998,3.06,0.43,9.1,6,Medium Quality,Medium Quality
0,5.7,0.32,0.29,8.3,0.073,14.0,90.0,0.996,3.01,0.51,8.4,7,Medium Quality,Low Quality
0,5.6,0.53,0.32,2.4,0.009,51.0,71.0,0.997,3.18,0.47,10.1,6,Medium Quality,Medium Quality
1,6.2,0.25,0.47,11.6,0.048,62.0,210.0,0.997,3.19,0.5,9.5,5,Medium Quality,Medium Quality
0,12.0,0.63,0.5,1.4,0.071,6.0,26.0,0.998,3.07,0.6,10.4,4,Medium Quality,Medium Quality
0,7.4,0.68,0.16,1.8,0.078,12.0,39.0,0.998,3.5,0.7,9.9,6,Medium Quality,Medium Quality
0,8.6,0.37,0.65,6.4,0.08,3.0,8.0,0.998,3.27,0.58,11.0,5,Medium Quality,Low Quality
1,7.5,0.44,0.35,2.6,0.076,31.0,91.0,0.989,3.39,0.48,11.8,6,Medium Quality,Medium Quality
1,8.4,0.2,0.31,2.8,0.054,16.0,89.0,0.994,2.96,0.45,9.5,6,Medium Quality,Medium Quality
0,6.1,0.72,0.19,9.0,0.092,35.0,104.0,0.994,3.37,0.5,9.3,5,Medium Quality,Medium Quality
1,6.4,0.31,0.26,13.2,0.046,57.0,205.0,0.998,3.17,0.41,9.6,5,Medium Quality,Medium Quality
1,4.7,0.08,0.32,7.6,0.027,14.0,60.0,0.992,3.16,0.42,11.9,5,Medium Quality,Medium Quality
0,8.3,0.84,0.01,2.2,0.07,5.0,14.0,0.997,3.32,0.58,11.0,4,Medium Quality,Medium Quality
1,6.6,0.25,0.24,1.7,0.048,26.0,124.0,0.994,3.37,0.6,10.1,6,Medium Quality,Medium Quality
1,5.7,0.32,0.18,1.4,0.029,26.0,104.0,0.991,3.44,0.37,11.0,6,Medium Quality,Medium Quality
0,7.9,0.88,0.03,1.8,0.058,4.0,8.0,0.997,3.36,0.33,9.1,4,Medium Quality,Low Quality
1,8.1,0.36,0.59,13.6,0.051,60.0,134.0,0.999,2.96,0.39,8.7,5,Medium Quality,Medium Quality
